transaction_id,transaction_date,venue,event_name,ticket_type,quantity,price,revenue,customer_id,payment_method
776babf0-9512-4430-bc4e-2efa637b1d3f,2024-03-04 19:23:52,MSG Network,Movie Night,General Admission,5,78.61,393.05,27dc8f06-98e1-4469-955e-b165ca300ad5,Gift Card
b9b82782-9a17-43cc-9e7e-1571adc7b304,2024-06-27 11:28:12,Sphere Las Vegas,Comedy Show,Child,4,26.95,107.8,efc3cef2-ff27-4733-8751-fd5171693352,Debit Card
8c16756b-30f8-472a-9b97-c14cebcd98ff,2024-11-27 00:13:25,MSG Network,Movie Night,Premium,4,191.19,764.76,6d0ad9b4-5c01-462d-97b9-8d0c71476dd6,Credit Card
a9008407-539e-44f2-ab7d-d0f0540b5898,2023-12-30 20:39:25,MSG Network,Comedy Show,Premium,5,50.84,254.2,cbfcff69-a6f6-4faf-b1e8-042c432ddd54,Credit Card
7d919224-574c-4687-95b0-1aa6bcd89b22,2024-04-20 04:40:43,Sphere Las Vegas,Knicks Game,General Admission,1,163.4,163.4,64013dbd-7366-4301-97a5-d217d6bfbc70,Credit Card
32436642-86d6-432c-8d38-91b43bfebd84,2024-10-06 15:20:25,MSG Network,Comedy Show,Student,2,111.19,222.38,74585ee0-e4fd-4df3-a551-6f50c4348c6c,Credit Card
e7414434-9437-4ac3-b4ab-d807f3ed5b1f,2023-12-23 22:46:23,MSG Network,U2 Concert,VIP,1,53.42,53.42,ccb7cf35-f4e0-4f65-977d-dea027c452c0,Credit Card
6d273298-7536-4e85-aa60-305606b1120e,2024-11-13 20:42:09,MSG Network,U2 Concert,VIP,2,197.84,395.68,2d3001e4-7f94-4c7f-9c7f-f1b62eb4ca8b,Gift Card
4587df90-da3e-4b42-96b5-8f2c29627e59,2024-12-09 01:24:40,MSG Network,Rangers Game,General Admission,5,23.16,115.8,a8fa53bd-1a09-49f9-bb86-faed81c35806,Gift Card
f836d3a2-97fd-49fe-a7b3-e82bbaade406,2024-03-07 04:24:45,Sphere Las Vegas,Comedy Show,VIP,4,133.46,533.84,f5afc08f-2429-465f-8e45-4fcc939dc696,Debit Card
ac3dc396-8d76-467c-9075-a776238219ab,2024-12-08 09:30:43,MSG Network,Knicks Game,General Admission,4,60.82,243.28,57177817-5c11-46c3-befe-52df615eb8a1,Debit Card
ebfd7890-8129-4720-9096-df4aeb6f9cd6,2024-06-07 06:28:50,MSG Network,Comedy Show,Child,1,83.22,83.22,7ff1553e-4e13-4a51-a4d4-8fbce6d5799e,Debit Card
b50a66ea-f458-48f1-ad85-6e36b5e78513,2024-05-23 01:38:25,Sphere Las Vegas,Comedy Show,Student,2,83.52,167.04,0a427009-ddec-4d2e-aa51-2dfa857e00c6,Cash
e48f43e6-fd73-47f6-a616-dbca42bc523e,2024-03-07 15:35:16,MSG Network,Movie Night,VIP,2,127.53,255.06,40ad1221-dcb3-4ae0-b8ea-5a4d03464c77,Debit Card
cb4ed1c4-3ae9-48c4-89e2-37d43f3f65fd,2024-10-11 05:07:45,MSG Network,Comedy Show,Child,2,138.31,276.62,56f88630-2d96-46d1-978b-6479be2608d1,Gift Card
04a2e26a-05bd-47ef-b6b4-be40f2e4b3ac,2024-09-10 10:00:18,Sphere Las Vegas,Rangers Game,General Admission,4,30.06,120.24,db1b017c-bef0-486a-912f-8cd58da243a7,Debit Card
91171f9b-4d3c-412b-9510-3ca2e1e51de9,2024-09-27 10:13:36,Sphere Las Vegas,U2 Concert,Student,3,181.32,543.96,7392b3a5-2248-4dec-bf98-6bc3ddfa27d6,Debit Card
fa6c9f08-48a3-4b00-838f-565f8230c557,2024-03-03 17:50:56,Sphere Las Vegas,Rangers Game,General Admission,2,127.67,255.34,cd7e8e6d-16e6-4d78-8e8c-8b6d8033f54b,Debit Card
a319661a-dd25-4aef-94f8-10b9283cc997,2024-06-09 22:01:04,Sphere Las Vegas,Knicks Game,Child,4,82.04,328.16,0b1ecbd4-6035-4c78-8245-0d820d7a0483,Credit Card
127c26f7-1567-4698-8b9b-424e38e1ad6e,2024-01-08 03:59:42,Sphere Las Vegas,Knicks Game,General Admission,4,57.31,229.24,4cd221a7-c358-4265-9acd-80e59ae91115,Gift Card
83a2fac7-6231-47b5-a5e1-1b15a9123014,2024-07-27 19:27:25,Sphere Las Vegas,Rangers Game,General Admission,4,178.54,714.16,2aec2148-5d5f-488c-a731-caf0beb2fe7c,Credit Card
6c8fed03-04d2-4795-98d9-0c9c272247af,2024-04-16 02:07:27,Sphere Las Vegas,U2 Concert,Child,3,101.84,305.52,6cbdc9c7-7a84-4cb3-84ef-12d4c432eb63,Gift Card
17a0bdf1-9e30-4ebf-a5f6-2dbef7ce64c5,2024-04-17 21:18:43,MSG Network,Movie Night,General Admission,1,137.29,137.29,98d378e4-97df-458c-997c-8c76e824d1fa,Cash
1faa59f7-ff49-4fef-b915-4e1ca7120f93,2024-10-15 08:18:39,MSG Network,Knicks Game,General Admission,2,172.33,344.66,6efbf625-c474-4dbf-82e0-97b9f743308a,Cash
fa078050-f4c2-46d5-9ca5-3a014e829bd4,2024-02-29 09:59:39,Sphere Las Vegas,U2 Concert,Premium,5,76.47,382.35,fee44fbd-1198-441c-a6ba-29e4cbed7a65,Cash
22773c22-250f-4069-ae9a-8c9d6c4da9bc,2024-07-02 11:17:48,MSG Network,Rangers Game,General Admission,2,67.65,135.3,ae9ca109-a204-42f4-8c1d-edd6d79e0923,Gift Card
ca5965b2-f77f-42cc-a9ed-62c2e8f6778d,2024-04-26 10:31:00,Sphere Las Vegas,Knicks Game,Child,5,147.78,738.9,de8a3a02-d79c-4599-9a3c-12d3d3e0d84b,Debit Card
a06d95aa-6b3b-46d0-aaa1-c7f0d2dc8f04,2024-01-22 08:40:22,Sphere Las Vegas,U2 Concert,Student,2,145.4,290.8,fe80c96c-82f0-4149-918f-451bae46acd1,Debit Card
1541a4f7-5faa-4e94-8bf6-6626d4faeb7b,2024-03-21 00:18:40,MSG Network,Comedy Show,Child,3,179.69,539.07,bd6b53ca-9e3e-49ae-8e67-e246906b1a02,Gift Card
519e032f-8f2a-4fec-8681-bff47f32bb6e,2024-04-07 21:58:17,Sphere Las Vegas,Comedy Show,VIP,1,22.71,22.71,34aee97e-5721-4ccb-8be2-4585871f7a71,Gift Card
a1d79735-1015-4e16-9a7c-3c4aaccd36b3,2024-03-25 14:30:58,Sphere Las Vegas,U2 Concert,Student,2,118.04,236.08,6441a3b9-0d36-474c-95ba-7a313941b89f,Gift Card
80544af9-2038-4074-9803-8becfdc16d01,2024-01-26 03:39:44,MSG Network,Movie Night,VIP,4,192.62,770.48,f8560931-ea6e-44d5-96d9-071b47e2abc1,Credit Card
bbdb3c42-d299-44f2-adce-f9420884695a,2024-02-18 15:25:15,Sphere Las Vegas,Movie Night,Child,2,129.13,258.26,092b0784-5ddc-4f49-9695-9896a1309c3b,Credit Card
ecdb9a8e-8e7c-40b3-89a8-25ecd02c41fb,2024-09-20 03:57:34,MSG Network,Rangers Game,VIP,5,96.37,481.85,ec2c4a10-2755-4848-8c66-a7d229fceb61,Gift Card
337d31fd-30ec-4b01-a02d-dfcf17831faa,2024-07-12 10:41:27,Sphere Las Vegas,Knicks Game,General Admission,4,154.77,619.08,39d4dcc3-8cdc-46fd-a295-5b8522f6aed2,Debit Card
69f0159a-a1a5-4d39-8267-38987d9111ad,2024-04-27 12:19:17,Sphere Las Vegas,Comedy Show,VIP,3,129.66,388.98,86497ba1-1918-47cc-a2dd-f21ba154d255,Gift Card
7973e64d-9eca-4148-8102-fd3d1f6d9057,2024-01-03 01:14:45,MSG Network,Movie Night,Child,3,72.58,217.74,b883466d-d7eb-4932-8dd4-f191c18078e7,Cash
18725e35-b803-4da6-b411-d8218920da2f,2024-07-04 16:06:06,Sphere Las Vegas,Knicks Game,Student,4,75.58,302.32,03b97606-9dc5-4754-9c1f-11178f044f3d,Cash
57cf5f3a-2f47-4045-a77d-ce55ea0f856b,2024-02-19 09:24:01,MSG Network,U2 Concert,General Admission,4,56.86,227.44,f56b1578-ad8f-4592-8470-10d98563898e,Debit Card
f0f9c686-570d-4926-af88-2bbcb663d0bc,2024-10-24 00:08:06,MSG Network,Comedy Show,General Admission,4,177.01,708.04,e0a4937b-fbc0-4c39-bf6c-cdf71bb8a6b9,Credit Card
043d4d27-f5ee-401f-8494-5cc654d6ede3,2024-07-16 19:33:41,Sphere Las Vegas,Movie Night,Student,4,69.33,277.32,03df6254-6a1a-4fcf-9292-5bf523942673,Cash
cd0f5811-b613-4e71-afa1-09ff9f6670f7,2024-03-09 18:50:46,Sphere Las Vegas,Rangers Game,Child,1,46.83,46.83,a167b359-ee3d-47b4-93bb-3ea9e35727ac,Cash
f2dde507-b569-4419-af68-e8f4e9ee2b30,2024-09-13 22:51:07,MSG Network,U2 Concert,Child,1,130.12,130.12,d0910a31-6a85-4c93-b217-efd85bb81665,Debit Card
1264e69b-32fc-4cb1-b375-841e5fe5368e,2024-07-28 11:49:08,MSG Network,Rangers Game,General Admission,1,76.85,76.85,db1cf227-fdcf-4e8d-8bb4-5fab768bb4d9,Credit Card
73f47e8d-29f0-48a1-b728-0d9d82d8e100,2024-04-09 22:37:42,Sphere Las Vegas,Comedy Show,Child,2,115.29,230.58,c2b13dc8-fbd1-4e3a-8655-4680316b9563,Debit Card
c4a5a897-92d0-4bfa-86c0-b4878024dc9f,2024-10-26 09:21:36,Sphere Las Vegas,Comedy Show,Premium,4,47.26,189.04,0174fb4c-727a-45fc-8262-a1736237bda2,Cash
9c48ea2c-91fd-40b0-9b2a-04748faf4670,2024-01-18 04:17:46,Sphere Las Vegas,U2 Concert,Premium,3,73.79,221.37,11feda70-786a-4d5f-83ca-a8a653d18c38,Debit Card
110eaa3a-0430-4c09-8278-449c5e29c874,2024-02-24 14:59:22,MSG Network,Knicks Game,VIP,4,171.62,686.48,e63a50ed-6023-4caa-ae07-9b8470c2fe35,Gift Card
82626259-dd2f-44c5-9337-de65c777eaaf,2024-07-31 06:45:20,Sphere Las Vegas,Knicks Game,Student,5,153.42,767.1,8a65d0d2-ec1f-4eba-91fc-76bd5e0f5cdd,Credit Card
d3f3af28-7e79-4b66-8708-f25f37536b3d,2024-03-25 19:15:58,Sphere Las Vegas,U2 Concert,Child,5,163.01,815.05,171c38da-d6e6-4dad-a443-77ed8d6854c8,Gift Card
92aa44a9-b5fd-4e75-96e3-f3b22d9ae25e,2024-05-18 17:43:53,Sphere Las Vegas,Rangers Game,Premium,4,93.41,373.64,e6477705-a470-47c3-92a6-9f3c1c15a9d5,Debit Card
13189869-d93f-440b-ace7-80e521f9920a,2024-03-14 10:23:49,MSG Network,Knicks Game,Premium,1,99.47,99.47,9f53d893-57e7-42d4-b2be-3f54d1005a58,Cash
fe866c19-f872-4b2c-ac4c-d0f4607b6ddc,2024-06-21 13:39:59,Sphere Las Vegas,Rangers Game,General Admission,3,46.5,139.5,5e9b1944-89c3-4d12-834d-f854280170a8,Debit Card
13f90c02-88fe-47eb-86e5-bfb8fa889a34,2024-03-06 23:16:57,Sphere Las Vegas,Rangers Game,VIP,5,43.62,218.1,5523a37c-654b-438d-8d43-9ab612ac9b3d,Debit Card
881f483d-20f7-4b90-8f24-d93a8cc91bdd,2024-04-01 02:01:54,MSG Network,U2 Concert,VIP,4,162.5,650.0,b7bf4832-73f1-480b-b747-a9e2829bae0f,Credit Card
01588205-65a6-451c-a59e-2addeb060217,2024-09-18 01:37:15,MSG Network,Rangers Game,General Admission,2,154.9,309.8,93a9bc74-333c-4580-a63b-a13d8b5b3a2b,Debit Card
43ed362e-96a5-4d7b-b1ac-460abcd8c832,2024-09-06 19:36:48,Sphere Las Vegas,Comedy Show,Child,3,141.14,423.42,b33fdd0d-93b7-44b6-916a-6fcdbb213c5b,Debit Card
bc90ac39-624a-4c34-8999-047b4c0695e8,2024-02-11 19:34:26,Sphere Las Vegas,Comedy Show,VIP,3,149.74,449.22,b4c474d8-e09e-4230-add3-64bac91d38bd,Gift Card
985ab735-a30c-4131-9d6c-4d25f7eba236,2024-07-20 11:47:15,MSG Network,U2 Concert,Premium,3,32.05,96.15,e59fc517-e18f-4a2c-93f8-3116e564fdc3,Debit Card
0840162e-8779-41de-bb8f-b8f5ed4def6c,2024-05-07 23:35:02,MSG Network,Movie Night,Student,1,137.17,137.17,e6153b40-9a36-4742-b79b-e3f540115fb1,Debit Card
07583a09-a17d-443a-911e-8d58b7a028f0,2024-10-11 07:14:26,MSG Network,Movie Night,General Admission,5,134.72,673.6,8bfe7ca0-de8a-4c7d-9ad9-fcfd3d8b4e9f,Gift Card
58135562-1190-4327-bef4-ea8213fac0d9,2023-12-24 04:01:03,Sphere Las Vegas,U2 Concert,Premium,4,185.04,740.16,acce2293-3a88-407b-806d-909db4434838,Credit Card
e78ec27d-c21e-4e11-8e6c-8da6383715b3,2024-10-03 16:35:00,MSG Network,Knicks Game,Premium,2,94.94,189.88,31681ced-b07b-4c12-a63c-bfa8fc2a9ed1,Cash
9a66ef65-cd40-4c5b-ae98-9604e316f3cd,2024-09-30 08:30:12,Sphere Las Vegas,Knicks Game,Child,1,61.92,61.92,0bcc5a0a-78e5-4c40-9218-a122aa54415b,Gift Card
b04c9223-08d1-490c-a820-293bf7e276b1,2024-12-09 14:42:05,Sphere Las Vegas,Movie Night,VIP,3,35.79,107.37,cb55b5c5-58e0-4f5e-9024-5ae927ab4051,Cash
32a508cc-acd2-4537-ac01-a2937b0a5083,2024-08-18 09:33:37,MSG Network,Knicks Game,Premium,3,71.59,214.77,1b3af94e-be25-4e80-aa68-cdbddf4d90b6,Debit Card
5262b52f-96f4-4ed9-9e02-7d3cc61e3813,2024-07-13 23:42:47,MSG Network,Comedy Show,Premium,1,60.39,60.39,41778aa0-dcc5-4105-8416-461bcbe9dc2b,Credit Card
04ffc16d-fec8-4846-a68e-b92fa0b386ad,2024-10-17 07:30:03,Sphere Las Vegas,Rangers Game,Student,5,150.59,752.95,71d3a8b8-163e-4661-85de-621e276ef91a,Cash
4f391e1e-4731-471b-9913-25daf2b31d08,2024-12-06 17:05:42,Sphere Las Vegas,Rangers Game,Student,3,107.73,323.19,b938f714-f9d7-4276-a83e-48b008993ffc,Credit Card
d228c52a-88fe-488e-9594-727f9812e16e,2024-12-03 10:01:15,MSG Network,Knicks Game,Premium,3,147.31,441.93,ecdd5c54-e99b-4584-83a0-9de2ede44178,Debit Card
066341d4-8076-42ae-ad7a-8337225e7805,2024-09-19 19:49:30,Sphere Las Vegas,Comedy Show,Premium,3,158.51,475.53,d10945aa-4f31-41b3-b767-9db9ec84f069,Debit Card
477359e2-26e7-474d-acb2-4b5e9baeef4d,2024-09-24 06:34:08,MSG Network,Knicks Game,Child,5,109.31,546.55,74bff669-8180-41aa-9932-5ccdd3d4c481,Cash
cd8b0fcc-3826-4c4d-a296-2883400da8ef,2024-02-26 15:18:55,MSG Network,U2 Concert,Premium,3,146.18,438.54,c41f0446-f0ad-4b4b-8e1c-5bc1069cb045,Debit Card
c62fd133-7f38-4100-a343-9a0b8b4f0859,2024-10-01 15:26:13,MSG Network,U2 Concert,Student,4,179.37,717.48,7e3db964-5147-49a9-bcab-ed5c730472e2,Cash
e19448d7-b057-47a6-8128-e527831085be,2024-03-05 11:20:43,Sphere Las Vegas,Movie Night,General Admission,5,170.63,853.15,aaf21013-d383-4c7a-920b-058f8941061e,Cash
0a883dc6-acad-4017-a6e9-6413da04d0c8,2024-04-22 11:55:20,Sphere Las Vegas,Rangers Game,General Admission,5,44.61,223.05,deda0c88-ac1a-4c3e-9bc9-798c28939333,Debit Card
fc0e3543-e0d7-4db4-81d2-a313ba914aec,2024-01-16 04:23:55,MSG Network,Knicks Game,VIP,2,20.29,40.58,832d4997-94b5-4c39-b4cf-436224217ff2,Cash
d7006b8d-2b36-4a2c-a34d-dcaada184d45,2024-04-21 05:19:35,MSG Network,Rangers Game,VIP,3,40.93,122.79,a494bc19-a816-418b-b901-edcbdda38fa5,Credit Card
b3fdabc1-f857-4633-9afd-8a1807ad0ae6,2024-07-22 05:14:50,Sphere Las Vegas,Movie Night,Student,1,44.77,44.77,80d4cfaf-aa50-41a2-acee-2dd8b5a27104,Cash
a086b2af-5cc9-4371-bbbb-6bfaead9f4c2,2024-03-31 15:44:35,MSG Network,Knicks Game,Child,5,123.86,619.3,0e468f91-40ab-472c-bf3b-a5106ebde84f,Credit Card
079f1971-cd6b-46ad-9a24-a68abd5fe038,2024-04-30 19:48:42,MSG Network,U2 Concert,Student,3,50.53,151.59,8d1b37dd-c2e1-4671-944b-0fcd3cd64396,Gift Card
c6cb1c43-835a-4dc9-ac54-5dd4a562b169,2024-08-18 22:01:34,Sphere Las Vegas,Rangers Game,Child,1,170.21,170.21,1bd43fc5-c38e-42e8-ae5c-bcaa0a3f23bb,Credit Card
e0983b66-1121-45ae-a1d9-740535670fd1,2024-11-18 21:04:27,MSG Network,Knicks Game,General Admission,5,182.66,913.3,2cd46569-8165-4461-865d-60bb9a96abae,Credit Card
1d40f578-b355-42a6-8e7c-cbffc0b4219a,2024-11-06 16:51:22,MSG Network,Rangers Game,General Admission,4,134.38,537.52,172e06a5-3ca1-4cc9-823f-f4a3ff58c2c7,Cash
785cb07c-2ecf-4c6a-ae6d-de03925c43ba,2024-05-21 00:33:20,MSG Network,Rangers Game,Premium,1,191.06,191.06,a74a3072-c63c-4fae-95ea-17bcc5c34a9a,Debit Card
a39b86f5-8644-4e95-9ae5-23f5a58adfed,2024-11-19 20:32:08,MSG Network,U2 Concert,Student,5,56.0,280.0,b06f0684-b88d-45b5-a47e-23f5a75c4e37,Credit Card
5869ad79-66e9-4962-939d-9eeafe0b5dae,2023-12-20 17:27:48,MSG Network,Comedy Show,General Admission,4,79.76,319.04,e72b757d-52a4-437c-8ec9-e0d08e0b352d,Cash
0fa60f4c-2587-485c-adb0-9335c87f2ebd,2024-11-01 06:02:55,Sphere Las Vegas,Movie Night,VIP,1,51.01,51.01,d7d25985-a788-4b2c-82d0-fc72d49675b1,Gift Card
ce072c5a-0004-4e41-bb94-e2b3efe978d4,2024-07-20 10:55:50,Sphere Las Vegas,Movie Night,Premium,1,46.05,46.05,e9dffcd9-9d2e-4133-87b5-c255de79c52c,Credit Card
4f984bf3-8e8d-4c0e-baa0-9c40e5cc08c9,2023-12-28 11:17:50,MSG Network,U2 Concert,VIP,2,190.21,380.42,35178733-6c72-43a5-9d22-066fa46b2aa2,Gift Card
16dcae3d-1c00-43ed-85f0-0bca220afd96,2024-12-15 23:36:09,Sphere Las Vegas,Knicks Game,VIP,3,113.56,340.68,7dcb4637-d41e-4a79-b2c9-7c3f3ea006c4,Gift Card
c1ef0fe2-b919-4ce7-accd-eed744e5cc49,2024-05-13 21:26:29,MSG Network,Comedy Show,Premium,4,141.77,567.08,701fcca8-c197-4c1f-a6af-ebeb37f8a20a,Gift Card
8f54518a-b02f-4067-bfc6-8cbd25dc75db,2024-08-12 05:31:21,Sphere Las Vegas,Movie Night,VIP,1,39.16,39.16,881236be-0524-4cc6-8c0c-1cd83ea9fcb6,Gift Card
08b11341-53ac-4299-971d-42df2d8c2aa1,2024-05-18 01:37:31,MSG Network,U2 Concert,Child,5,103.68,518.4,58798d92-ba2d-43d4-8c18-a3ad0a693a9e,Credit Card
8515b09f-bc79-43ce-aae8-42c2c484c845,2024-08-31 05:41:07,Sphere Las Vegas,Movie Night,Premium,3,151.88,455.64,957f75e7-865d-4075-a668-248c57a6f079,Credit Card
37d03007-0f65-4e44-99d4-f485cf7dec7b,2024-05-23 03:54:04,Sphere Las Vegas,Knicks Game,Child,2,72.68,145.36,2d31e83c-c6dc-4d0e-8c9e-cca269a4c038,Credit Card
d0b1f4e1-b2b4-46e5-b8ae-98b08c8ed9c3,2024-10-19 15:02:28,MSG Network,Rangers Game,Child,2,127.76,255.52,0594e181-2ec1-4cac-ae35-66315ea2a6cd,Gift Card
d0824798-4a06-417f-bb57-5cf73425b623,2024-04-30 18:08:01,MSG Network,Rangers Game,VIP,2,192.96,385.92,2782d8cf-c058-4ef3-826c-3521d4ec4a1e,Debit Card
8f8575a6-50fd-40c6-9b4c-d6e3c0237288,2024-09-19 02:56:08,Sphere Las Vegas,Comedy Show,Child,4,165.13,660.52,baf1fc72-370e-4f9b-bcff-44807c15790c,Credit Card
5428c2b1-2645-404d-a056-d296e3a85990,2024-04-07 17:14:40,Sphere Las Vegas,U2 Concert,VIP,3,151.55,454.65,c76cd24b-3946-433f-8a91-945ff9a58f5f,Gift Card
2e743a5e-5077-427e-a531-e0f098f1d53d,2024-02-23 11:01:12,MSG Network,Rangers Game,VIP,1,174.02,174.02,438a8f86-9d43-4542-a282-1a861d97d70f,Credit Card
4d8f40bc-c1eb-47a2-a9a0-3bbd8e42616e,2024-01-13 23:53:59,MSG Network,Movie Night,General Admission,4,63.29,253.16,1adcd337-092d-4680-b4f5-c4665384f1aa,Gift Card
1818488c-f552-4259-a159-2c6966e8ef54,2024-11-23 20:18:54,MSG Network,U2 Concert,Student,3,39.71,119.13,876862f7-eeab-4270-b689-9182263ff9ae,Gift Card
5dc3aa2b-7605-4c37-9977-e00d3a23792d,2024-03-29 12:33:42,Sphere Las Vegas,Comedy Show,Premium,1,73.62,73.62,25c84dd2-1386-417f-81d8-6f9ceddf2576,Debit Card
7fdd4875-823b-4dd2-a523-115c510e317d,2024-03-19 15:29:28,Sphere Las Vegas,Movie Night,VIP,4,113.2,452.8,45c69070-922a-4471-af1d-8ae7c5126862,Gift Card
1a4f7528-3088-41a7-8500-5189879a5a4b,2024-01-19 02:27:02,MSG Network,Knicks Game,Premium,4,86.39,345.56,bb37eb4b-1e8e-4c70-aefd-7ffba9252319,Credit Card
0520bdeb-82d1-42a3-aef9-6601c30beea0,2024-01-31 03:04:16,MSG Network,Knicks Game,General Admission,2,29.08,58.16,2f8987f6-983d-4187-8baa-26928caaa5ea,Debit Card
4a7e6fae-29af-4f66-9e20-7f59905d46d6,2024-06-25 08:40:19,Sphere Las Vegas,Comedy Show,General Admission,4,138.97,555.88,f63157c5-9447-4b52-b2d4-6036ec1c019e,Debit Card
fc587061-4063-4ec9-ba65-5f44255e01f2,2024-11-15 06:53:57,MSG Network,U2 Concert,Child,2,112.04,224.08,c742450c-600e-489a-860c-590d57fb3c8f,Debit Card
809bc5a5-e57a-4c4c-a499-9090bfcf3383,2024-04-02 12:22:09,MSG Network,Rangers Game,Premium,5,89.7,448.5,10d6a12f-2526-46ea-8417-949d234b1fe0,Credit Card
279d1b17-f6ee-440a-99e3-98a7cd44f1be,2024-09-05 08:06:52,Sphere Las Vegas,Movie Night,Child,3,100.08,300.24,6d3e58f8-1ed7-497d-a859-68994145fa31,Debit Card
0550fb90-9855-4648-87ac-8e3789fc15c2,2024-02-22 13:17:00,Sphere Las Vegas,U2 Concert,Student,3,90.88,272.64,5a8b9edb-cb54-41a1-906e-1a02ef5c9732,Debit Card
4eb8b561-3c34-464d-b396-36daf6a285c2,2024-07-18 03:20:12,Sphere Las Vegas,Movie Night,Student,3,25.77,77.31,f4b8d838-46de-43db-b5f9-fce34e87dc0c,Credit Card
d89b5c68-f3f0-4684-bea2-b7cbe990813b,2024-02-25 13:56:25,MSG Network,Movie Night,Student,1,187.95,187.95,72cae547-d17b-49ed-b371-c59ffcf8546b,Cash
aeed1db0-63a0-4545-afa5-185e1ccf30ae,2024-09-11 02:42:53,Sphere Las Vegas,U2 Concert,General Admission,2,147.2,294.4,5de07498-8359-4e62-8f29-ee6cac9464ac,Gift Card
8fb8a04b-756a-44d4-ada3-2ac1d022dff2,2024-02-04 02:52:51,Sphere Las Vegas,Movie Night,VIP,5,92.57,462.85,c4389f83-1345-49d0-814a-eb51700c758d,Credit Card
b1274392-37ff-41e7-a3f4-966569eeb8c9,2024-09-11 00:08:00,Sphere Las Vegas,Movie Night,Premium,5,154.17,770.85,eb86fbcf-6fea-4883-b12f-efceb5a510a4,Debit Card
dc603e12-e1a1-4210-86c2-a975dac68310,2024-08-08 01:48:59,MSG Network,Rangers Game,General Admission,5,104.36,521.8,29b54b6c-3a82-4f06-bdfb-058711d5a0a7,Gift Card
bae00294-7a2e-4691-977d-59beb81a84c0,2024-09-09 21:01:41,MSG Network,Knicks Game,VIP,1,135.51,135.51,ecc93bb8-a881-4145-bf9d-06e9e425f779,Debit Card
